14017773 Vlahos Carol  Ali 389 Urbana 35865 1067.00   
14017992 Walker Drusilla  Buckley 245 Zihlman 44937 1174.00   
14018097 Singleton Audrey  Clarkson 392 Nanticoke 32281 292.00    
14018286 Mason Symeon  Crawford 390 Springdale 36985 969.00    
14018315 Lanier Pangiota  Mcrae 235 Hughesville 41689 406.00    
14018336 Stanley Hazel  Brady 437 Cedarville 42249 858.00    
14018584 Rubin Marina  Tomlinson 473 BrockHall 41577 244.00    
14018810 Petropoulos Laura  Ward 194 Kingstown 20073 1025.00   
14018839 Michael Phaedra  Morton 123 Aquasco 41913 533.00    
14019313 Mayer Lucille  Reid 453 Middleburg 23433 1251.00   
14020046 Carlton Thanos  Barron 479 Perryman 14473 1034.00   
14020148 Hatcher Nikolos  Park 119 Overlea 33289 436.00    
14020443 McLeod Arlene  Coleman 472 Fairwood 42473 148.00    
14022241 McLaughlin Danielle  Eastwood 355 WalkerMill 38441 438.00    
14023786 Sweeney Alfred  Spence 103 CabinJohn 19849 967.00    
14023878 Watts Charlie  Wheeler 343 Eckhart 15705 368.00    
14024292 Craven Athanasios  Rhodes 328 Point 36537 656.00    
14026279 Robinson Alexander  Clay 174 BryansRoad 29593 428.00    
14026316 Crews Iphigeneia  Mac 323 Woodlawn 30937 1291.00   
14026729 Stamatis Robert  Costello 153 Arbutus 28249 876.00    
14026974 Pratt Alicia  Grimes 305 Travilah 33065 728.00    
14027005 Pagonis Mary  Delamarre 486 Linthicum 19401 727.00    
14027110 Robinson Adonis  Rice 245 Danville 33737 1240.00   
14027849 Tzavaras Adam  Daniel 392 Forestville 20633 173.00    
14028734 Pritchard Yvonne  Major 225 TempleHills 22313 163.00    
14029292 Boykin Philippos  Cartwright 484 Cresaptown 37881 408.00    
14029422 Kara Hugh  Dennis 250 PrinceFrederick 33065 800.00    
14029584 Rogers Agapios  Harvey 122 Cordova 28137 207.00    
14029609 Stokes Giannes  Firth 358 Brownsville 13577 1241.00   
14030173 Cross Heather  Berry 127 Edgewater 26793 1135.00   
14031309 O'Neill Penny  Whittle 197 PotomacHeights 32281 451.00    
14031437 Gallagher Vanessa  Martinez 473 Dunkirk 40345 742.00    
14031564 Vlasopoulos Aristotle  Hurst 261 Bishopville 20185 129.00    
14031581 Kokes Nicholas  Baxter 160 Solomons 12457 969.00    
14031669 Saunders Marinos  Wyatt 279 Crownsville 17385 435.00    
14031814 Coleman Elaine  King 273 GlenBurnie 34969 932.00    
14031880 Kenney Herbert  Daniel 394 Chance 32729 549.00    
14031921 Lowe Orestes  Easton 359 Eden 37881 1084.00   
14032185 McDowell Randy  Copeland 269 Deale 43481 1252.00   
14032408 Christopoulos Jannes  Rowe 398 Pikesville 42025 183.00    
14032498 Doxiadis Dorise  Peterson 336 Middleburg 33289 444.00    
14032525 Callis Frank  Fisher 227 Landover 35193 253.00    
14032592 Ford Damaskenos  Sheldon 243 Lansdowne 40457 800.00    
14032648 Panos Gregor  Houghton 307 Lansdowne 25225 486.00    
14032800 Barbee Delia  Chester 326 McCoole 14809 1066.00   
14033439 Stout Pandora  Martin 146 BrockHall 21081 454.00    
14033603 Neal Rhode  Bains 447 Riva 18841 501.00    
14033632 Simos Dale  Mcpherson 397 Pomfret 20185 595.00    
14033708 Allison Paula  Whitehouse 259 Kingsville 20409 584.00    
14034264 Simpson Dorris  Pugh 358 SouthLaurel 14137 561.00    
14034985 Ross Harriet  Rowland 363 Ilchester 36537 829.00    
14035034 Woodward Rick  Neal 413 Mercersville 36201 1225.00   
14035360 Olson Carolyn  Hibbert 213 TilghmanIsland 40905 414.00    
14035526 Rogers Vincent  Kendall 171 Severn 13353 1180.00   
14035998 Pratt Julie  Watkins 391 Clarksburg 16153 453.00    
14036162 Christos Evangelia  Fox 242 Corriganville 24105 718.00    
14036547 Moraitis Paulos  Wright 336 Whaleyville 15369 123.00    
14036974 Petridis Elena  Fellows 486 BrockHall 28473 868.00    
14037106 Reed Ligia  Reid 103 PleasantHills 24217 1104.00   
14037841 Snow Penny  Hobbs 309 Tyaskin 32617 465.00    
14037894 Nini Sara  Bass 415 Joppatowne 44153 445.00    
14038020 Riddle Franklin  Howarth 498 Wheaton 31049 1246.00   
14039031 Stephenson Bobby  Amos 439 MarlowHeights 32057 268.00    
14040271 Nash Hugh  Crane 421 Jarrettsville 38441 1033.00   
14041118 Barber Koren  Parker 450 Catonsville 14249 1125.00   
14041125 Ballis Leiandros  Harrison 140 WhiteOak 18505 1056.00   
14041614 Stark Mark  Brady 123 Jefferson 20969 273.00    
14042412 Koufos Isaura  Moss 443 Forestville 20969 156.00    
14042651 Kane Demetra  Weston 334 Catonsville 37993 767.00    
14043356 Goldberg Joy  Thorpe 391 Travilah 44265 1154.00   
14043360 Antoni Donna  Holt 414 Landover 36873 582.00    
14044638 Gianakos Greg  Young 345 Pecktonville 31273 492.00    
14047258 Stroud Barbara  Conroy 337 Flintstone 29705 517.00    
14047876 Hirsch Lucia  Wood 194 SpringGap 15033 347.00    
14048088 Christensen George  Bowen 166 Overlea 33961 959.00    
14048517 Sisko Iphigeneia  Daniel 340 BrockHall 38217 1016.00   
14048833 Lassiter Junia  Sheldon 410 Fulton 23881 1125.00   
14049344 Kontos Nerissa  Hulme 227 Franklin 31721 820.00    
14049480 Rosi Aristides  Abraham 475 Solomons 40569 702.00    
14049881 Stephanopoulos Rena  Mcintosh 248 Pondsville 29705 671.00    
14050030 Horner Dionne  Hughes 440 Scaggsville 29929 640.00    
14050185 Fernandez Alex  Mcdonnell 484 Eden 25673 736.00    
14050441 Antonopoulos Stephenos  Davison 498 Heraklion 43929 547.00    
14050703 Crowder Baptista  Sweeney 198 Edgewater 20521 146.00    
14051340 McDowell Thanos  Franks 404 SpringRidge 29705 282.00    
14052721 Petras Gregory  Gough 159 Timonium 23433 360.00    
14054784 Fuller Andrianna  Nolan 247 Nanticoke 22649 1132.00   
14055243 Ayers Anastasia  Salt 343 Girdletree 31049 1095.00   
14055730 Hunter Ellen  Butt 271 Baden 34969 501.00    
14056022 Rose Gilbert  Gilbert 231 Franklin 40457 678.00    
14056878 Pepi Carolos  Croft 147 BowmansAddition 42473 628.00    
14057226 Dunlap Sofronia  Nelson 215 Hillandale 33177 597.00    
14057424 Galanis Rhode  Allman 153 Brookmont 18505 213.00    
14058565 Karalis Dorice  Bateman 250 McCoole 15817 248.00    
14059302 Matthews Robyn  Crisp 361 Severn 31049 1278.00   
14059532 Blalock Eleutherios  Davies 266 Katerini 35305 161.00    
14060169 Vitalis Cameron  Rodgers 214 National 16601 475.00    
14060662 Young Catherine  Buxton 305 Tolchester 16825 1017.00   
14061238 Daly Joan  Mcrae 331 Layhill 14361 1218.00   
14061744 Myers Lillian  Murphy 301 Odenton 44153 775.00    
14061776 Spiteri Mary  Halliday 273 Stevensville 20409 1047.00   
14062699 Hoffman Benjamin  Brooks 334 Chester 24329 669.00    
14062917 Lee Debra  Bartlett 327 Catonsville 45049 1108.00   
14063756 McFarland Marianne  Leach 407 Clarksburg 42249 516.00    
14065085 Houston Johnny  Mcnally 259 HeraldHarbor 42809 1271.00   
14065868 Buchanan Mikhos  Fuller 412 Whaleyville 19849 132.00    
14066207 Holt Frederick  Blackman 150 Drum 33625 280.00    
14066416 Edwards Sarah  Coleman 404 Woodland 15257 1164.00   
14067200 Papanikolaou Ruth  Millar 460 ForestGlen 18169 790.00    
14067484 Cunningham Dionis  Salt 118 Frenchtown-Rumbly 41241 336.00    
14067967 Burns Ashley  Dawe 409 Burtonsville 29145 631.00    
14068809 Lyon Alexander  Ramsay 111 Worton 38777 455.00    
14070071 Hale Jeffrey  Walker 275 Powellville 41577 267.00    
14070970 Black Socrates  Wilkes 206 MarlowHeights 30265 741.00    
14071963 Woods Stephen  Hartley 313 Cockeysville 30153 1289.00   
14072499 Horn Bobby  Kirkpatrick 264 McCoole 14361 694.00    
14073470 Horowitz Gerald  Morton 154 Kalamata 45721 1251.00   
14073575 Perkins Jacob  Whittington 270 Leitersburg 34185 1036.00   
14074794 Murray Toni  Mulligan 107 NorthBethesda 14137 191.00    
14075614 Beach Miriam  Driscoll 141 DealIsland 41577 1037.00   
14076255 Tavoularis Virginia  Jarvis 476 SpringGap 26121 118.00    
14076392 Papa Lorraine  Mellor 305 Danville 18057 385.00    
14076955 Frazier Alexandros  Couch 493 Eckhart 19065 1089.00   
14078237 Triantafyllos Jeffrey  Hulme 265 Gapland 39225 867.00    
14078344 Avery Rebecca  Jordan 452 Glenmont 43593 1035.00   
14078832 Sweeney Evanthe  Barber 469 GlennDale 14137 450.00    
14080682 Sun Neal  Watkins 321 Kingstown 41577 514.00    
14081552 Herring Eleutherios  Blackburn 394 Timonium 27577 711.00    
14081897 Lekkas Phaedra  Parkes 271 AspenHill 30713 549.00    
14082528 Moraitis Earl  Bourne 238 Huntingtown 12457 120.00    
14083938 Sharma Victoria  Moseley 268 Joppatowne 33177 1283.00   
14084060 Savas Dorrise  Mahoney 371 Forestville 44265 898.00    
14084341 Zacharias Kristine  Thomson 111 Lutherville 20633 1114.00   
14085613 Ho Elizabeth  Mackie 194 Galesville 19625 955.00    
14086250 Frost Ian  Harrington 436 HeraldHarbor 37209 821.00    
14086800 Lancaster Daniel  Paine 450 Croom 24329 751.00    
14087122 Odom Parthenios  Crisp 396 Nanticoke 43145 268.00    
14087973 Owens Hannah  Heaton 497 Midlothian 31609 1144.00   
14088019 Loris Dorthea  Bell 289 Summerfield 39337 1232.00   
14088151 Wells Becky  Rice 307 MountAetna 29593 1172.00   
14088547 Hawley Jeremy  Slater 274 Point 40345 193.00    
14089019 Matranga Brett  Crawford 238 WhiteOak 45609 669.00    
14089232 Bailey Parthenie  Patel 166 Riverside 15593 801.00    
14089985 Knight Craig  Gardner 171 Whitehaven 37993 710.00    
14090197 Stout Evelyn  Edwards 475 Seabrook 14473 369.00    
14090653 Marshall Leiandros  Mcconnell 227 Middleburg 36425 665.00    
14091202 Horner Agathe  Webster 268 Gilmore 27129 871.00    
14091432 Barton Titos  Stott 228 Middleburg 35865 1245.00   
14092582 Newell Marion  Hartley 144 NationalHarbor 33513 1169.00   
14094238 Cassavetes Joanne  Mills 205 GlenBurnie 18617 882.00    
14094884 Olsen Juanita  Moss 292 Bloomington 19401 1290.00   
14095538 Gay Arnold  Donnelly 167 Worton 40345 1063.00   
14096178 Apostolou Evan  Pemberton 375 California 29817 234.00    
14096213 Xu Phaedra  Leonard 258 TallTimbers 26569 587.00    
14096387 Morgan Julie  Mccarthy 305 BrockHall 24217 948.00    
14096493 Sideris Apollo  Stacey 187 SanMar 27689 1014.00   
14096571 Fotos Delphina  Graham 451 NorthPotomac 24105 511.00    
14097122 Zhou Samouel  Carson 160 Suitland 44937 405.00    
14097216 Zografopoulos Robyn  Kirkpatrick 394 Cavetown 39449 1184.00   
14097238 Vasileiou Zachaios  Deacon 250 Glassmanor 16825 1159.00   
14097257 Thompson Kyle  Partridge 200 Layhill 44713 1255.00   
14097356 Crabtree Ray  Hammond 170 Yarrowsburg 38105 1201.00   
14097597 Britt Salome  Alcock 206 Essex 23433 985.00    
14098385 Schneider Alithea  Tanner 354 Friendly 18169 487.00    
14098749 Anania Justina  Sheridan 354 Ocean 44377 921.00    
14099944 Glover Xenia  Ward 313 LakeShore 37209 1140.00   
14100125 Lambert Chris  Howard 318 Lanham 26905 1190.00   
14101048 Patterson Cindy  Goulding 354 TallTimbers 33737 709.00    
14101116 Francis Arnold  Dawe 165 Parole 18729 339.00    
14101174 Sisko Joann  Durrant 246 Baden 28025 1086.00   
14101722 Caldwell James  Heaton 360 Pikesville 18281 1253.00   
14101968 Palamara Marina  Carney 277 Woodland 13801 1171.00   
14102049 Casey Shawn  Cox 196 Huntingtown 29257 503.00    
14102346 Vasco Benjamin  Brett 223 Aquasco 25561 888.00    
14102965 Day Dinos  Douglas 349 Bloomington 15033 520.00    
14103908 Rosen Harvey  Butt 135 Greensburg 24665 587.00    
14104886 Blake Lisa  Davidson 473 Crownsville 35417 1199.00   
14107777 Sanchez Petros  Buchanan 321 Jugtown 43929 527.00    
14107863 Stathopoulos Petros  Crouch 425 Heraklion 31833 1198.00   
14108153 Rubin Kynthia  Handley 298 Gilmore 21417 882.00    
14108281 Doxiadis April  Mckenzie 185 Nikep 31721 1277.00   
14108513 Chase Ronald  Wormald 226 Ernstville 30601 681.00    
14109068 Archer Walter  Hook 319 Leitersburg 44265 678.00    
14109236 Sellers Helen  Bain 486 Zihlman 38553 312.00    
14109620 Beatty Betty  Hilton 327 Cresaptown 20857 1034.00   
14111113 Speros Ryan  Hawkins 269 Accokeek 42249 150.00    
14111616 Byers Varvara  Tait 121 Williston 29929 666.00    
14112647 Flowers Lindsay  Bateman 228 Bivalve 26233 435.00    
14112946 Vlasopoulos Tony  Storey 362 Bensville 16937 1276.00   
14113383 Nicoli Jenny  Hammond 288 Kingsville 28025 608.00    
14114059 Lazos Lindsay  Findlay 204 Moscow 15817 796.00    
14114378 Norman Leon  Sloan 375 WestLaurel 37433 552.00    
14115367 Gonce Ioannes  Cohen 108 SilverHill 44713 1259.00   
14116028 Ingram Justin  Rodrigues 231 Cresaptown 31161 921.00    
14116669 Kanakaris Delphinia  Shaw 213 Bloomington 35641 319.00    
14116706 Mack Gloria  Mcnally 142 NorthPotomac 28473 599.00    
14116921 Tocci Ritsa  Penn 267 Downsville 31049 225.00    
14117309 Dunlap Angele  Holt 277 Brownsville 41465 484.00    
14117528 Griffin Kara  Lord 217 Burtonsville 43257 1159.00   
14119970 Berry Gayle  Whittle 265 Jugtown 44937 406.00    
14120216 Agnis Juanita  Waters 250 ForestGlen 20185 669.00    
14120826 Newton Sylvia  Abraham 181 Fairwood 27353 449.00    
14121025 Harris Linda  Sullivan 174 Spencerville 17049 389.00    
14121269 Hicks Lynne  Robbins 326 Scaggsville 42137 833.00    
14121499 Woodward Matthaios  Jarvis 463 Ocean 35753 1100.00   
14123167 Brandon Augustine  Harrington 176 EaklesMill 15593 363.00    
14123323 Kramer Christine  Berry 474 Elliott 44265 420.00    
14123676 Wall Bernice  Drew 154 Ocean 44153 1120.00   
14123879 Nafpliotis Athanasia  Wormald 143 LakeShore 38441 1218.00   
14123942 Cowan Renee  Wheeler 326 Robinwood 20745 1207.00   
14124045 Athas Eugen  Cotton 298 LangleyPark 39225 1283.00   
14124381 Herring Nikolaos  Dickens 262 KentNarrows 44265 692.00    
14124563 Traino Tony  Stanton 314 WestDenton 26345 377.00    
14125353 Thompson Lysander  Edwards 324 Oldtown 15145 423.00    
14125968 Waters Lewis  Bryan 476 Friendship 42697 1055.00   
14126161 Georgiades Erik  Hewitt 265 Pomfret 45049 1148.00   
14126321 Clayton Julian  Mcfarlane 133 Antietam 13913 905.00    
14127344 Mayo Roberta  Bourne 204 Danville 33177 591.00    
14127689 Parrish Claudios  Mcnamara 177 Chewsville 29481 347.00    
14128010 Dukas Joanne  Austin 311 Konterra 23097 616.00    
14128179 Alexopoulos Zachary  Beck 109 Moscow 35193 391.00    
14128324 Atkins Carol  Morrow 404 Arnold 42473 153.00    
14128444 Walsh Io  Fowler 481 Potomac 15369 1043.00   
14128961 Levy Florence  Hough 271 Choptank 33625 631.00    
14129000 Cassidy Nectarios  Horton 177 WalkerMill 41577 767.00    
14129102 Kostopoulos Megan  Crawford 309 PerryHall 17945 535.00    
14129252 Hoover Hugh  Steele 151 Monrovia 26345 492.00    
14129541 Cain Robin  Downing 203 Timonium 44041 243.00    
14130863 Mylopoulos Christy  Kaur 197 PrinceFrederick 16377 493.00    
14131239 Hines Diana  Hough 369 Croom 17049 595.00    
14132678 Weinstein Anne  Jeffery 356 NorthLaurel 29817 530.00    
14133051 Scarborough Melissa  Gunn 283 CampSprings 29145 417.00    
14133304 Case Helen  Farrow 324 GoldenBeach 12793 501.00    
14134660 Pepi Sidney  Richardson 452 SilverHill 29033 1123.00   
14135574 Kakos Damianos  Whitehouse 394 Huntingtown 15593 408.00    
14135831 Teresi Eleanor  Miller 344 Powellville 35305 1177.00   
14137201 Cali Gail  Bellamy 365 MountLena 30489 232.00    
14137636 Hart Clara  Winter 187 Ferndale 38889 100.00    
14138483 Terzi Kalliope  Daniel 264 SouthLaurel 30041 1173.00   
14138838 McAllister Thea  Howell 478 Arnold 36649 525.00    
14139106 Wolf Isaura  Bone 190 Ilchester 33401 1100.00   
14139510 Andrews Herakles  Swift 391 Kalamata 40121 884.00    
14139697 Richardson Ray  Simon 103 Bakersville 16937 1025.00   
14140179 Willis Samouel  Bostock 433 Reid 13577 335.00    
14140639 Porter Geraldine  Howells 380 Hughesville 39001 227.00    
14141248 Kitsopoulos Alithea  Townsend 381 OwingsMills 18953 498.00    
14142065 Stephanopoulos Bonnie  Reid 370 Libertytown 36201 1063.00   
14142237 Woodward Mikhos  Joyce 288 SpringGap 13241 871.00    
14142675 Kennedy Vernandos  Donaldson 389 Forestville 45385 687.00    
14143122 Lagana Kevin  Payne 187 Layhill 31721 1072.00   
14143141 Lekas Nicholas  Shah 495 Cavetown 27241 926.00    
14143478 Simos Angeliki  Robson 432 OceanPines 12793 861.00    
14143534 Rodgers Dionis  Grey 101 Baden 34409 1261.00   
14143828 Remis Christiano  Mccormick 298 CobbIsland 31273 361.00    
14144055 Golias Bernice  Wagstaff 166 California 36089 664.00    
14145116 Giannopoulos Miriam  Ireland 358 Scaggsville 35529 176.00    
14146424 Puckett Jennifer  Pitt 175 Alexandroupoli 30489 519.00    
14147326 Allred Yanni  Stanton 352 Heraklion 13241 559.00    
14147430 Hedrick Yanni  Weir 114 GarrettsMill 35977 392.00    
14147881 Johnston Lynda  Clark 308 Pinesburg 34969 1089.00   
14148410 Melvin Allen  Peacock 101 Grahamtown 29257 103.00    
14149162 Collins Julie  Martinez 283 Halfway 29257 781.00    
14149836 Kazan Ethel  Herbert 495 Cloverly 33065 1203.00   
14150021 Calathes Hippolytus  Holden 189 Rossville 43817 294.00    
14152089 Herring Lillian  Wicks 449 Patras 34969 823.00    
14152543 Peters Dorthea  Steadman 204 Hillandale 45161 140.00    
14152688 Panos Maximos  Mann 283 OxonHill 41689 190.00    
14154740 Morse Alexandra  Young 489 FortWashington 25449 499.00    
14155402 Camp Brian  Nixon 480 Adamstown 41577 149.00    
14156026 Stratigos Dominica  Thatcher 105 Calverton 24217 675.00    
14157013 Sims Shirley  Parry 100 Heraklion 33849 627.00    
14157751 Matraxia Callia  Handley 292 Midlothian 42249 629.00    
14158015 Schultz Juanita  Humphreys 376 SilverSpring 23209 813.00    
14158529 Traino Melvin  Nairn 113 Jessup 18169 208.00    
14158592 Briggs Jannes  Singleton 225 Dargan 23209 791.00    
14159106 Choi Jimmy  Mccallum 116 Accokeek 17161 913.00    
14159187 Hahn Joacheim  Mccartney 413 DamesQuarter 39673 703.00    
14159979 Frederick Ann  Mcgowan 200 Leitersburg 40905 622.00    
14160610 Afroudakis Maichail  Monaghan 339 Jarrettsville 25449 734.00    
14160671 Garcia Heidi  Bowen 222 Burtonsville 22313 970.00    
14160783 Papandreou Lucille  Betts 406 OceanPines 27129 924.00    
14160900 Woodruff Ian  Lowe 103 Eden 42361 141.00    
14161066 Calathes Gregor  Stevens 313 RockPoint 39113 115.00    
14161633 Hamrick Hermione  Ross 364 Jarrettsville 23993 1204.00   
14162006 Jenkins Jesse  Fulton 325 Heraklion 18169 181.00    
14162192 Capps Dion  Salter 272 Pomfret 21193 521.00    
14164975 Lowe Hali  Park 163 Jarrettsville 39673 780.00    
14165340 McNeill Laurence  Hooper 490 Chillum 24105 216.00    
14165515 Papandreou Tatiana  Sharples 465 PleasantHills 40009 1152.00   
14166120 Stanley Howard  Robbins 126 Heraklion 14809 583.00    
14166570 Valis Mitros  Casey 355 Breathedsville 29257 1192.00   
14166745 Tsaldaris Timotheos  Tucker 376 Ilchester 27913 1146.00   
14167022 Mola Roberta  Chamberlain 209 Mercersville 41801 557.00    
14167407 Howard Niobe  Park 248 Dundalk 15145 234.00    
14168153 Lawrence Marian  Chandler 443 Franklin 36201 741.00    
14168211 Davis Linda  Browne 358 Dargan 34969 1191.00   
14168570 Linard Ken  Bourne 173 MountAetna 13801 1076.00   
14168844 Savas Callista  Rees 268 Chania 41465 139.00    
14168880 Kontogouris Marilyn  Austin 214 Damascus 26905 241.00    
14168889 Barbas Constance  Alexander 109 MountBriar 30713 215.00    
14169449 Mantzaris Berdine  Bannister 185 ChevyChase 43369 944.00    
14170167 Aycock Lillian  Vincent 389 Pinesburg 34297 1209.00   
14171423 Berg Milton  Searle 464 Deale 12905 629.00    
14171996 McDowell Hieronymos  Hook 289 TallTimbers 17721 754.00    
14172564 Vasco Kristin  Barlow 499 Charlton 40233 1087.00   
14173532 Daskalakis Erianthe  Hume 343 LeisureWorld 17945 766.00    
14173922 Drivas Christina  Bolton 430 Suitland 29257 309.00    
14174349 Hatcher Ernest  Larkin 150 Bivalve 16601 370.00    
14174525 Alexiou Melina  Cross 426 LakeShore 27465 521.00    
14174868 Constantinides Dorrise  Bourne 219 Travilah 40457 786.00    
14176335 Donnelly Hugh  Barrett 164 Greensburg 12569 591.00    
14176622 Love Chris  Amin 461 BeaverCreek 19401 775.00    
14176981 Creech Eugen  Little 361 Fairwood 15033 300.00    
14177035 Kyrvas Rhonda  Bullock 249 Downsville 14137 622.00    
14177119 Apostolos Scott  Ramsay 424 SouthLaurel 41913 616.00    
14178272 Green Lee  Watts 204 Redland 19961 180.00    
14178737 Soulis Kora  Warner 145 Halfway 30601 1003.00   
14179127 Carson Dionne  Morton 184 Allen 16153 1283.00   
14180137 Demopoulos Demetria  Boyle 166 Fallston 26121 594.00    
14180471 Dudley Marlene  Gibson 247 ForestGlen 36537 721.00    
14180972 Christopoulos Joy  Lawrence 265 Olney 22089 861.00    
14182499 McDowell Evangeline  Poole 406 Lusby 36537 1119.00   
14182704 Dillon Koren  Woodcock 263 Randallstown 42921 327.00    
14183126 Alevizos Dianne  Clarkson 187 Rohrersville 45497 643.00    
14183210 Petro Brandon  Dennis 335 Eldersburg 44825 1209.00   
14183272 Blanton Clyde  Coombes 265 National 13689 307.00    
14183272 Ray Calantha  Carson 121 Westphalia 38105 739.00    
14183516 Martha Bernard  Mohammed 290 Jugtown 34185 241.00    
14185149 Connolly Floyd  Sheridan 396 EaklesMill 27017 561.00    
14185287 Tsakalidis Thea  Sanderson 264 Potomac 39897 867.00    
14186055 Klein Baltsaros  Lee 246 Solomons 34185 467.00    
14186537 Bowman Cathy  Gamble 114 OxonHill 27801 278.00    
14186549 Spiros Clara  Randall 397 Linthicum 23209 737.00    
14187754 Leonard Isaura  Collier 448 Detmold 36649 793.00    
14188403 Christopoulos Carolyn  Squires 430 Ringgold 16265 256.00    
14188665 Kramer Marguerite  Gray 175 Danville 35081 1149.00   
14188687 Rosso Alvin  Worthington 145 BowmansAddition 27577 316.00    
14189250 Ganas Katharine  Cottrell 449 Crownsville 42809 516.00    
14189700 Valaoritis Elenitsa  Dunkley 222 AnnapolisNeck 13017 683.00    
14189894 Voulgaris Demetrius  Lynch 254 Eldersburg 43817 354.00    
14191627 Brantley Lawrence  Myers 394 LaVale 21081 758.00    
14192451 Scala Jannes  Rankin 359 Cearfoss 42697 1013.00   
14192970 Fischer Lucais  Leonard 327 Chewsville 38329 430.00    
14193469 Meadows Marjorie  Kendall 338 Brownsville 35865 169.00    
14194051 Poulos Julian  Greaves 477 OxonHill 31609 759.00    
14194590 Kara Harry  Ryder 473 Kennedyville 45049 160.00    
14194967 Sloan Wanda  Hunt 267 Rosedale 31273 553.00    
14195281 Vlahakis Stephanie  Ramsay 272 Ferndale 32841 425.00    
14195369 Riley Herakles  Hanson 347 MaysChapel 24329 421.00    
14195379 Lyon Maris  Oliver 320 BrockHall 41353 878.00    
14195532 Matis Euphemia  Whiteley 215 BryansRoad 44713 111.00    
14196082 Mavros Eugen  Steele 271 NorthKensington 25449 611.00    
14196536 Adler Brian  Rowley 348 Accokeek 20745 1288.00   
14196937 Saunders Benjamin  Drew 373 Pecktonville 40009 1212.00   
14197056 Papandrea April  Mcneill 210 Zihlman 32393 469.00    
14198607 Becker Wallace  Thompson 149 Gambrills 26121 690.00    
14200510 Franklin Shirley  Hopkins 426 Charlton 14585 330.00    
14200656 Goulas Michael  Rossi 200 Mapleville 41465 1131.00   
14201340 Hewitt Gary  Hanson 478 Forestville 45385 101.00    
14201766 Panagos Sue  Jennings 324 BigPool 17385 688.00    
14202298 Thomson Daphney  Coleman 388 SilverHill 39225 1118.00   
14202740 Kalfas Doris  Gordon 262 Bryantown 38889 392.00    
14203778 Papakonstantinou Augustine  Dunn 315 Scaggsville 33737 477.00    
14203826 Bland Stefania  Lees 159 Arnold 38553 175.00    
14204201 Loris Carla  Rudd 198 Beltsville 26233 311.00    
14204896 Townsend Rosemary  Dupont 304 Aquasco 24665 839.00    
14205011 Henson Antheia  David 250 Grahamtown 26121 162.00    
